name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
Omer Yurtseven,$3.0k,C,1,MIA,NO,8,-7.5,213,110.3,0.0,2.4,4.5,3.8,1.27
Jeremy Lamb,$3.0k,SG/SF,1,IND,DET,9,-6.5,205.5,106,3.3,8.7,15.5,3.5,1.17
B. Marjanovic,$3.0k,C,1,DAL,PHO,26,+8.5,213,102.3,0.8,6.6,23.3,3.2,1.07
Ed Davis,$3.0k,C,4,CLE,BKN,12,+9.5,206.5,98.5,-1.0,3.7,10.0,2.8,0.92
Solomon Hill,$3.0k,SF/PF,1,ATL,BOS,11,-5,216,110.5,0.0,5.5,11.5,2.8,0.92
J. Johnson,$3.0k,PF,0,BKN,CLE,1,-9.5,206.5,108,1.3,4.2,10.0,2.5,0.83
Ish Smith,$3.0k,PG,2,CHA,WAS,2,-1,220.5,110.8,0.0,2.8,5.8,2.5,0.83
Rodney Hood,$3.0k,SG/SF,2,MIL,LAL,14,-9,222,115.5,3.5,7.3,12.5,2.0,0.67
Zion Williamson O,$10.0k,C,196,NO,MIA,18,+7.5,213,102.8,26.0,47.1,60.8,0.0,0
J. Brown O,$9.6k,SG/SF,12,BOS,ATL,4,+5,216,105.5,18.5,36.6,47.0,0.0,0
K. Irving O,$8.0k,PG,156,BKN,CLE,4,-9.5,206.5,108,23.8,37.3,48.3,0.0,0
V. Oladipo O,$6.2k,PG,222,MIA,NO,20,-7.5,213,110.3,19.8,29.0,45.3,0.0,0
D. DiVincenzo O,$5.2k,PG/SG,173,MIL,LAL,28,-9,222,115.5,2.5,21.6,31.3,0.0,0
T. Bryant O,$4.6k,C,311,WAS,CHA,10,+1,220.5,109.8,0.0,23.7,45.0,0.0,0
M. Diakite O,$3.0k,SF/PF,140,OKC,HOU,27,-3,213.5,108.3,0.0,2.7,6.3,0.0,0
Joe Harris O,$4.6k,SG/SF,2,BKN,CLE,10,-9.5,206.5,108,8.8,19.7,33.5,0.0,0
J. Isaac O,$3.0k,PF,471,ORL,NY,10,+11.5,208.5,98.5,5.3,26.9,48.8,0.0,0
D. Hunter O,$4.2k,PF,4,ATL,BOS,8,-5,216,110.5,4.5,17.7,33.5,0.0,0
K. Olynyk O,$5.4k,C,6,DET,IND,16,+6.5,205.5,99.5,15.5,23.2,36.0,0.0,0
M. Fultz O,$4.9k,PG,314,ORL,NY,15,+11.5,208.5,98.5,5.0,22.6,35.0,0.0,0
L. Markkanen O,$5.1k,SF/PF,15,CLE,BKN,28,+9.5,206.5,98.5,20.3,27.2,39.0,0.0,0
D. Bertans O,$3.0k,PF,15,WAS,CHA,24,+1,220.5,109.8,2.0,8.3,12.3,0.0,0
E. Sumner O,$3.0k,PG,180,BKN,CLE,4,-9.5,206.5,108,4.5,12.0,20.0,0.0,0
L. Stevens O,$3.0k,SF/PF,6,CLE,BKN,28,+9.5,206.5,98.5,2.8,6.1,10.5,0.0,0
A. Reaves O,$3.0k,PG/SG,8,LAL,MIL,26,+9,222,106.5,3.0,12.0,22.5,0.0,0
R. Williams O,$6.2k,C,1,BOS,ATL,13,+5,216,105.5,7.0,31.2,46.0,0.0,0
Rui Hachimura O,$4.7k,C,167,WAS,CHA,10,+1,220.5,109.8,18.8,27.2,45.8,0.0,0
J. Allen O,$7.5k,C,3,CLE,BKN,12,+9.5,206.5,98.5,21.8,35.0,49.3,0.0,0
Bam Adebayo O,$8.2k,C,3,MIA,NO,8,-7.5,213,110.3,28.0,40.6,58.0,0.0,0
John Wall O,$6.9k,PG,207,HOU,OKC,27,+3,213.5,105.3,11.8,36.4,56.3,0.0,0
C. Sexton O,$5.9k,PG,9,CLE,BKN,13,+9.5,206.5,98.5,8.3,20.4,32.3,0.0,0
N. Claxton O,$3.4k,C,"",BKN,CLE,25,-9.5,206.5,108,"","","",0.0,0
M. Morris O,$3.1k,PF/C,8,MIA,NO,14,-7.5,213,110.3,11.3,14.8,17.3,0.0,0
I. Livers O,$3.0k,PF,"",DET,IND,20,+6.5,205.5,99.5,"","","",0.0,0
N. Vucevic O,$9.1k,C,6,CHI,POR,14,+1.5,219.5,109,25.0,36.1,44.3,0.0,0
PJ Washington O,$4.7k,PF/C,13,CHA,WAS,22,-1,220.5,110.8,13.8,22.0,28.5,0.0,0
Maxi Kleber O,$3.3k,PF/C,16,DAL,PHO,2,+8.5,213,102.3,13.0,20.8,45.0,0.0,0
F. Kaminsky O,$5.5k,PF/C,1,PHO,DAL,5,-8.5,213,110.8,6.8,23.4,46.8,0.0,0
M. Carter-Williams O,$4.4k,PG/SF,216,ORL,NY,15,+11.5,208.5,98.5,14.0,22.6,35.5,0.0,0
Luka Doncic O,$11.9k,PG,1,DAL,PHO,14,+8.5,213,102.3,41.3,56.8,78.5,0.0,0
D. Saric O,$3.0k,C,133,PHO,DAL,28,-8.5,213,110.8,1.3,7.4,10.8,0.0,0
E. Moore O,$3.0k,SG,139,ORL,NY,21,+11.5,208.5,98.5,2.8,6.9,12.8,0.0,0
Paul Millsap O,$3.0k,PF/C,4,BKN,CLE,1,-9.5,206.5,108,2.0,5.9,14.8,0.0,0
T.J. Warren O,$4.3k,PF,322,IND,DET,18,-6.5,205.5,106,7.8,24.4,35.0,0.0,0
T. Ariza O,$3.0k,PF,171,LAL,MIL,12,+9,222,106.5,7.3,16.7,29.0,0.0,0
B. Lopez O,$5.6k,C,28,MIL,LAL,21,-9,222,115.5,15.5,18.5,23.3,0.0,0
D. Hommes O,$3.0k,PF,"",NO,MIA,23,+7.5,213,102.8,"","","",0.0,0
P. Williams O,$3.4k,SF,19,CHI,POR,29,+1.5,219.5,109,6.8,12.4,16.0,0.0,0
Nerlens Noel O,$3.9k,C,8,NY,ORL,30,-11.5,208.5,110,6.0,16.7,30.8,0.0,0
L. James O,$10.8k,SF/PF,14,LAL,MIL,22,+9,222,106.5,39.0,45.8,54.5,0.0,0
O. Okongwu O,$3.0k,PF/C,136,ATL,BOS,8,-5,216,110.5,7.5,10.7,13.5,0.0,0
C. Duarte O,$4.7k,SG,3,IND,DET,9,-6.5,205.5,106,11.8,19.5,26.3,0.0,0
Evan Mobley O,$7.4k,PF/C,1,CLE,BKN,19,+9.5,206.5,98.5,22.3,36.8,49.3,0.0,0
Kyle Lowry O,$7.8k,PG,1,MIA,NO,20,-7.5,213,110.3,12.3,33.2,44.5,0.0,0
Kendrick Nunn O,$3.6k,SG,171,LAL,MIL,8,+9,222,106.5,9.3,21.8,46.5,0.0,0
