name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
Lou Williams Q,$4.1k,PG/SG,109,ATL,DAL,2,-2,224.5,113.3,6.3,19.7,41.8,9.0,2.2
Max Strus,$3.5k,SG/SF,144,MIA,MIL,2,-2.5,223.5,113,0.0,7.4,31.5,8.0,2.29
W. Cauley-Stein,$3.5k,C,138,DAL,ATL,5,+2,224.5,111.3,1.5,10.1,17.0,7.8,2.21
D. Wright,$7.0k,PG,157,ATL,DAL,2,-2,224.5,113.3,12.3,29.6,47.5,7.3,1.04
KZ Okpala,$3.0k,SF/PF,144,MIA,MIL,4,-2.5,223.5,113,0.0,6.9,33.3,6.5,2.17
J. Robinson,$3.0k,PG,1,MIL,MIA,18,+2.5,223.5,110.5,0.0,4.2,13.0,6.3,2.08
Trey Burke,$3.0k,PG,136,DAL,ATL,8,+2,224.5,111.3,0.0,4.3,13.0,6.3,2.08
W. Gabriel,$3.1k,PF,157,MIL,MIA,29,+2.5,223.5,110.5,11.0,17.4,29.5,5.8,1.85
Solomon Hill,$3.0k,SF/PF,111,ATL,DAL,30,-2,224.5,113.3,0.0,3.8,10.8,4.8,1.58
M. Moody,$3.1k,SG,1,GSW,LAC,18,-3,227.5,115.3,4.5,4.5,4.5,4.0,1.29
Gabe Vincent,$3.7k,PG/SG,144,MIA,MIL,24,-2.5,223.5,113,1.5,10.8,43.0,3.3,0.88
Amir Coffey,$3.0k,PG,112,LAC,GSW,14,+3,227.5,112.3,0.0,1.5,3.5,3.3,1.08
G. Kalaitzakis,$3.0k,SG,1,MIL,MIA,11,+2.5,223.5,110.5,2.5,2.5,2.5,1.5,0.5
J. Wiseman O,$4.9k,C,193,GSW,LAC,19,-3,227.5,115.3,9.3,20.3,32.0,0.0,0
Semi Ojeleye O,$3.0k,PF,143,MIL,MIA,29,+2.5,223.5,110.5,0.0,6.2,16.8,0.0,0
Rodney Hood O,$3.4k,SG/SF,165,MIL,MIA,11,+2.5,223.5,110.5,2.0,6.8,14.8,0.0,0
V. Oladipo O,$6.6k,PG/SG,195,MIA,MIL,24,-2.5,223.5,113,19.8,29.0,45.3,0.0,0
K. Leonard O,$9.5k,PF,128,LAC,GSW,12,+3,227.5,112.3,37.0,51.2,66.0,0.0,0
D. DiVincenzo O,$5.4k,PG/SG,146,MIL,MIA,18,+2.5,223.5,110.5,2.5,21.6,31.3,0.0,0
Klay Thompson O,$6.3k,SG,860,GSW,LAC,18,-3,227.5,115.3,29.3,39.0,44.5,0.0,0
Jrue Holiday O,$6.5k,PG,1,MIL,MIA,18,+2.5,223.5,110.5,17.8,42.3,61.5,0.0,0
N. Batum O,$3.8k,SF/PF,112,LAC,GSW,12,+3,227.5,112.3,6.0,12.7,17.5,0.0,0
S. Ibaka O,$5.5k,PF/C,148,LAC,GSW,12,+3,227.5,112.3,2.8,16.9,29.8,0.0,0
D. Gallinari O,$4.8k,PF,109,ATL,DAL,18,-2,224.5,113.3,12.5,20.6,26.5,0.0,0
B. Lopez O,$5.6k,C,1,MIL,MIA,4,+2.5,223.5,110.5,15.5,18.5,23.3,0.0,0
J. Preston O,$3.0k,PG,"",LAC,GSW,14,+3,227.5,112.3,"","","",0.0,0
B. Portis O,$4.1k,PF/C,92,MIL,MIA,29,+2.5,223.5,110.5,6.5,16.7,22.8,0.0,0
O. Okongwu O,$3.0k,C,109,ATL,DAL,1,-2,224.5,113.3,7.5,10.7,13.5,0.0,0
Keon Johnson O,$3.2k,SG,"",LAC,GSW,20,+3,227.5,112.3,"","","",0.0,0
J. Kuminga O,$3.5k,SF,"",GSW,LAC,22,-3,227.5,115.3,"","","",0.0,0
