name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
Malik Monk,$4.4k,SG,3,LAL,BOS,1,-4,219,111.5,9.0,28.4,35.0,20.5,4.66
Doug McDermott,$4.0k,SF,0,SA,NY,14,+1,211,105,15.8,20.7,26.5,19.5,4.88
C. Anthony,$4.6k,PF,3,LAL,BOS,9,-4,219,111.5,9.5,19.1,25.0,19.3,4.18
D. Bembry,$4.3k,SG/SF,2,BKN,DAL,16,-1.5,221.5,111.5,11.5,25.0,34.8,19.0,4.42
L. Walker IV,$3.4k,SG/SF,0,SA,NY,9,+1,211,105,12.8,17.6,31.5,18.3,5.37
Josh Richardson,$3.5k,SG,2,BOS,LAL,20,+4,219,107.5,8.5,16.3,26.8,18.0,5.14
G. Williams,$3.7k,PF/C,2,BOS,LAL,20,+4,219,107.5,6.8,18.0,27.3,17.8,4.8
D. Howard,$3.8k,C,3,LAL,BOS,22,-4,219,111.5,2.3,17.3,36.3,17.5,4.61
D. Jordan,$3.4k,C,6,LAL,BOS,22,-4,219,111.5,2.5,14.6,25.0,16.0,4.71
Enes Freedom,$3.4k,C,2,BOS,LAL,16,+4,219,107.5,1.3,17.1,32.0,16.0,4.71
Nerlens Noel,$3.9k,C,2,NY,SA,5,-1,211,106,3.8,15.7,24.3,15.8,4.04
B. Brown,$3.5k,SG/SF,2,BKN,DAL,16,-1.5,221.5,111.5,-0.5,10.7,23.5,15.5,4.43
T. Young,$3.3k,PF/C,0,SA,NY,15,+1,211,105,3.0,10.6,18.8,14.8,4.47
Bryn Forbes,$3.1k,SG,0,SA,NY,9,+1,211,105,6.8,16.4,23.5,14.8,4.76
Obi Toppin,$3.1k,SF/PF,2,NY,SA,13,-1,211,106,10.8,15.4,19.0,14.8,4.76
Trey Burke,$3.1k,PG,2,DAL,BKN,16,+1.5,221.5,110,4.3,12.3,21.8,14.3,4.6
R. Bullock,$3.1k,SG/SF,2,DAL,BKN,25,+1.5,221.5,110,2.0,7.9,12.0,13.5,4.35
J. Johnson,$3.2k,PF,3,BKN,DAL,1,-1.5,221.5,111.5,12.0,17.5,26.0,13.5,4.22
D. Powell,$3.0k,C,2,DAL,BKN,1,+1.5,221.5,110,4.5,9.3,17.5,13.3,4.42
A. Nesmith,$3.0k,SG/SF,2,BOS,LAL,20,+4,219,107.5,2.5,8.8,22.8,13.0,4.33
Q. Grimes,$3.0k,SG,2,NY,SA,10,-1,211,106,0.0,5.2,11.3,12.8,4.25
J. Carter,$3.0k,PG,2,BKN,DAL,25,-1.5,221.5,111.5,-0.5,4.3,14.5,12.8,4.25
Tre Jones,$3.2k,PG,0,SA,NY,21,+1,211,105,3.8,11.9,16.5,12.5,3.91
C. Thomas,$3.3k,PG/SG,"",BKN,DAL,25,-1.5,221.5,111.5,"","","",12.0,3.64
Paul Millsap,$3.1k,PF/C,2,BKN,DAL,1,-1.5,221.5,111.5,4.8,14.0,27.3,11.8,3.79
W. Ellington,$3.5k,SG/SF,3,LAL,BOS,1,-4,219,111.5,9.0,15.0,24.0,11.3,3.21
D. Dotson,$3.0k,SG,204,SA,NY,9,+1,211,105,3.3,13.5,22.3,9.3,3.08
S. Brown Q,$3.0k,SG/SF,2,DAL,BKN,25,+1.5,221.5,110,7.5,12.8,17.8,8.3,2.75
J. Primo,$3.0k,SG,0,SA,NY,9,+1,211,105,0.0,7.6,22.0,7.0,2.33
J. Morris,$3.0k,SG,1088,SA,NY,9,+1,211,105,0.8,6.5,12.3,6.8,2.25
Drew Eubanks,$3.0k,C,0,SA,NY,21,+1,211,105,1.3,6.4,8.5,6.5,2.17
A. Reaves,$3.1k,PG/SG,3,LAL,BOS,26,-4,219,111.5,0.5,10.3,22.5,6.0,1.94
Theo Pinson,$3.0k,SG,215,BOS,LAL,20,+4,219,107.5,0.0,0.9,1.3,5.0,1.67
T. Ariza O,$3.0k,PF,191,LAL,BOS,9,-4,219,111.5,7.3,16.7,29.0,0.0,0
Zach Collins O,$3.0k,C,478,SA,NY,21,+1,211,105,4.8,13.8,20.5,0.0,0
J. Brown O,$8.5k,SG/SF,5,BOS,LAL,20,+4,219,107.5,18.5,24.5,28.5,0.0,0
E. Sumner O,$3.1k,PG,200,BKN,DAL,25,-1.5,221.5,111.5,4.5,12.0,20.0,0.0,0
Kendrick Nunn O,$3.6k,SG,191,LAL,BOS,1,-4,219,111.5,9.3,21.8,46.5,0.0,0
W. Cauley-Stein O,$3.0k,C,9,DAL,BKN,1,+1.5,221.5,110,0.8,8.3,13.8,0.0,0
D. Vassell O,$4.2k,SF/PF,4,SA,NY,14,+1,211,105,2.0,16.5,29.5,0.0,0
K. Irving O,$8.1k,PG,176,BKN,DAL,25,-1.5,221.5,111.5,23.8,37.3,48.3,0.0,0
Joe Harris O,$4.2k,SF,22,BKN,DAL,6,-1.5,221.5,111.5,8.8,19.7,33.5,0.0,0
