name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
N. Claxton,$4.0k,C,"",BKN,MIL,15,+1.5,233.5,116,"","","",9.5,2.38
S. Mamukelashvili,$3.0k,C,"",MIL,BKN,6,-1.5,233.5,117.5,"","","",7.4,2.47
D. Bembry,$3.1k,SF,155,BKN,MIL,26,+1.5,233.5,116,15.8,28.0,40.8,5.5,1.77
M. Moody,$3.2k,SG,"",GSW,LAL,26,+3,226,111.5,"","","",5.2,1.63
T. Antetokounmpo,$3.0k,PF,99,MIL,BKN,28,-1.5,233.5,117.5,2.0,5.1,6.8,4.0,1.33
K. Irving O,$7.5k,PG/SG,127,BKN,MIL,3,+1.5,233.5,116,23.8,37.3,48.3,0.0,0
Klay Thompson O,$6.6k,SG,858,GSW,LAL,26,+3,226,111.5,29.3,39.0,44.5,0.0,0
W. Ellington O,$4.4k,SG,163,LAL,GSW,24,-3,226,114.5,7.3,14.8,27.0,0.0,0
T. Ariza O,$4.2k,SF/PF,142,LAL,GSW,9,-3,226,114.5,7.3,16.7,29.0,0.0,0
T. Horton-Tucker O,$4.0k,SG/SF,137,LAL,GSW,24,-3,226,114.5,0.5,10.8,27.3,0.0,0
J. Wiseman O,$5.1k,C,191,GSW,LAL,12,+3,226,111.5,9.3,20.3,32.0,0.0,0
Semi Ojeleye O,$3.0k,PF,141,MIL,BKN,28,-1.5,233.5,117.5,0.0,6.2,16.8,0.0,0
J. Kuminga O,$3.6k,SF,"",GSW,LAL,25,+3,226,111.5,"","","",0.0,0
B. Portis O,$4.0k,PF/C,90,MIL,BKN,28,-1.5,233.5,117.5,6.5,16.7,22.8,0.0,0
Rodney Hood O,$3.6k,SG/SF,163,MIL,BKN,13,-1.5,233.5,117.5,2.0,6.8,14.8,0.0,0
Axel Toupane O,$3.0k,SF,127,GSW,LAL,25,+3,226,111.5,0.0,5.9,19.0,0.0,0
D. DiVincenzo O,$5.5k,PG/SG,144,MIL,BKN,1,-1.5,233.5,117.5,2.5,21.6,31.3,0.0,0
