name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
G. Antetokounmpo O,$11.8k,PF/C,9,MIL,DAL,20,-3,209.5,106.3,31.0,49.5,79.3,0.0,0
A. Nader O,$3.2k,SF/PF,33,PHO,OKC,17,-15,214,114.5,0.0,7.2,23.0,0.0,0
M. Carter-Williams O,$4.4k,PG,252,ORL,NO,20,+6,209.5,101.8,14.0,22.6,35.5,0.0,0
Damion Lee O,$4.4k,SG/SF,2,GSW,MEM,4,-5.5,217,111.3,11.3,17.5,29.3,0.0,0
Bradley Beal O,$9.8k,PG/SG,4,WAS,NY,2,+1,212,105.5,34.3,42.9,55.8,0.0,0
Kendrick Nunn O,$3.0k,SG,207,LAL,SA,28,-1.5,225.5,113.5,9.3,21.8,46.5,0.0,0
F. Kaminsky O,$4.9k,C,37,PHO,OKC,15,-15,214,114.5,6.8,23.4,46.8,0.0,0
Trey Burke O,$4.5k,PG,1,DAL,MIL,9,+3,209.5,103.3,9.3,21.4,37.8,0.0,0
B. Portis O,$7.8k,C,7,MIL,DAL,3,-3,209.5,106.3,28.0,36.4,41.8,0.0,0
A. Davis O,$10.0k,PF/C,5,LAL,SA,6,-1.5,225.5,113.5,10.8,36.4,49.5,0.0,0
A. Wiggins O,$6.8k,SG/SF,5,GSW,MEM,4,-5.5,217,111.3,25.0,33.0,44.0,0.0,0
K. Caldwell-Pope O,$4.5k,SG/SF,4,WAS,NY,30,+1,212,105.5,6.3,18.9,26.3,0.0,0
D. Saric O,$3.0k,C,169,PHO,OKC,15,-15,214,114.5,1.3,7.4,10.8,0.0,0
C. Capela O,$7.4k,C,5,ATL,PHI,7,+10.5,207.5,98.5,32.8,40.0,44.5,0.0,0
M. Brogdon O,$7.9k,PG,1,IND,HOU,29,-9,222.5,115.8,5.3,28.0,46.0,0.0,0
K. Towns O,$10.6k,C,1,MIN,UTA,21,+12.5,227.5,107.5,40.5,49.8,58.5,0.0,0
C. Martin O,$3.7k,SG/SF,16,MIA,DET,23,-11,208,109.5,16.8,22.6,32.3,0.0,0
Cody Martin O,$5.6k,SG/SF,5,CHA,DEN,22,+3,230.5,113.8,17.0,32.0,45.5,0.0,0
J. Valanciunas O,$8.5k,C,1,NO,ORL,5,-6,209.5,107.8,34.0,39.1,45.0,0.0,0
V. Oladipo O,$4.9k,PG,258,MIA,DET,8,-11,208,109.5,19.8,29.0,45.3,0.0,0
R. Bullock O,$3.4k,SG/SF,7,DAL,MIL,17,+3,209.5,103.3,0.8,14.0,29.5,0.0,0
T.J. McConnell O,$4.1k,PG,21,IND,HOU,29,-9,222.5,115.8,0.0,18.1,28.3,0.0,0
D. Sabonis O,$10.1k,PF/C,1,IND,HOU,19,-9,222.5,115.8,22.0,39.1,50.8,0.0,0
Tim Hardaway Jr. O,$6.0k,SG/SF,3,DAL,MIL,17,+3,209.5,103.3,17.8,33.2,52.0,0.0,0
Terrence Ross O,$4.6k,SG/SF,7,ORL,NO,15,+6,209.5,101.8,13.8,28.3,40.8,0.0,0
K. Olynyk O,$4.5k,C,42,DET,MIA,12,+11,208,98.5,15.5,23.2,36.0,0.0,0
S. Milton O,$5.3k,PG/SG,6,PHI,ATL,4,-10.5,207.5,109,15.0,20.0,25.5,0.0,0
A. Bradley O,$3.2k,SG,7,LAL,SA,28,-1.5,225.5,113.5,8.8,18.9,35.5,0.0,0
M. Wagner O,$3.1k,PF/C,7,ORL,NO,15,+6,209.5,101.8,5.0,15.9,29.0,0.0,0
John Wall O,$7.9k,PG,243,HOU,IND,24,+9,222.5,106.8,11.8,36.4,56.3,0.0,0
Ben Simmons O,$8.2k,PG,185,PHI,ATL,4,-10.5,207.5,109,25.8,34.0,45.0,0.0,0
PJ Dozier O,$3.0k,PF,29,DEN,CHA,17,-3,230.5,116.8,1.5,11.6,26.0,0.0,0
Solomon Hill O,$3.0k,PF,17,ATL,PHI,8,+10.5,207.5,98.5,2.8,4.0,5.8,0.0,0
R. McGruder O,$3.1k,SF,1,DET,MIA,23,+11,208,98.5,1.3,8.1,18.3,0.0,0
D. DiVincenzo O,$4.1k,PG/SG,209,MIL,DAL,5,-3,209.5,106.3,2.5,21.6,31.3,0.0,0
M. Mulder O,$3.4k,PG/SG,4,ORL,NO,20,+6,209.5,101.8,1.3,8.1,14.0,0.0,0
J. Murray O,$7.2k,SG,254,DEN,CHA,14,-3,230.5,116.8,28.0,38.1,52.0,0.0,0
B. Clarke O,$4.0k,PF/C,20,MEM,GSW,18,+5.5,217,105.8,12.8,21.2,27.5,0.0,0
G. Riller O,$3.0k,PG,218,PHI,ATL,4,-10.5,207.5,109,0.0,4.9,9.0,0.0,0
T. Bryant O,$4.4k,C,347,WAS,NY,1,+1,212,105.5,0.0,23.7,45.0,0.0,0
M. Diakite O,$3.0k,SF,176,OKC,PHO,16,+15,214,99.5,0.0,2.7,6.3,0.0,0
T. Luwawu-Cabarrot O,$3.4k,SF,5,ATL,PHI,26,+10.5,207.5,98.5,8.5,16.7,34.0,0.0,0
M. Howard O,$3.2k,PG,7,DEN,CHA,28,-3,230.5,116.8,2.0,13.3,25.3,0.0,0
D. Favors O,$3.2k,C,0,OKC,PHO,16,+15,214,99.5,4.0,15.2,22.5,0.0,0
M. Morris O,$3.3k,PF/C,44,MIA,DET,16,-11,208,109.5,11.3,14.8,17.3,0.0,0
J. Isaac O,$3.0k,C,507,ORL,NO,13,+6,209.5,101.8,5.3,26.9,48.8,0.0,0
Josh Okogie O,$3.0k,SG/SF,5,MIN,UTA,1,+12.5,227.5,107.5,0.0,5.1,9.0,0.0,0
D. Hunter O,$3.6k,PF,40,ATL,PHI,8,+10.5,207.5,98.5,4.5,17.7,33.5,0.0,0
U. Azubuike O,$3.0k,C,34,UTA,MIN,9,-12.5,227.5,120,0.0,2.4,4.0,0.0,0
J. Butler O,$9.3k,SF,16,MIA,DET,15,-11,208,109.5,27.3,36.1,44.8,0.0,0
K. Huerter O,$5.6k,SG/SF,5,ATL,PHI,8,+10.5,207.5,98.5,16.3,22.6,31.8,0.0,0
J. McLaughlin O,$3.0k,PG,1,DAL,MIL,9,+3,209.5,103.3,0.0,0.8,1.5,0.0,0
M. Fultz O,$4.9k,PG,350,ORL,NO,20,+6,209.5,101.8,5.0,22.6,35.0,0.0,0
Sam Merrill O,$3.0k,SG,34,MEM,GSW,5,+5.5,217,105.8,1.3,6.5,12.5,0.0,0
A. Reaves O,$3.0k,SG/SF,7,LAL,SA,28,-1.5,225.5,113.5,0.0,14.0,30.8,0.0,0
Klay Thompson O,$5.7k,SG,923,GSW,MEM,4,-5.5,217,111.3,29.3,39.0,44.5,0.0,0
Zach Collins O,$3.0k,C,494,SA,LAL,24,+1.5,225.5,112,4.8,13.8,20.5,0.0,0
Bam Adebayo O,$8.9k,C,23,MIA,DET,20,-11,208,109.5,25.5,33.1,48.3,0.0,0
Malik Monk O,$4.3k,PG/SG,10,LAL,SA,7,-1.5,225.5,113.5,10.3,19.2,33.5,0.0,0
D. Gallinari O,$4.3k,SF/PF,5,ATL,PHI,26,+10.5,207.5,98.5,15.0,22.4,34.8,0.0,0
Kent Bazemore O,$4.7k,SF,5,LAL,SA,28,-1.5,225.5,113.5,0.0,9.1,29.8,0.0,0
S. Mamukelashvili O,$3.4k,PF/C,4,MIL,DAL,20,-3,209.5,106.3,3.3,15.9,25.5,0.0,0
Naji Marshall O,$3.0k,SF/PF,12,NO,ORL,5,-6,209.5,107.8,0.8,5.8,13.0,0.0,0
Derrick Rose O,$7.2k,PG,6,NY,WAS,26,-1,212,106.5,2.8,23.9,37.0,0.0,0
Trae Young O,$10.2k,PG,5,ATL,PHI,14,+10.5,207.5,98.5,43.0,55.5,60.5,0.0,0
E. Moore O,$3.0k,SG/SF,175,ORL,NO,15,+6,209.5,101.8,2.8,6.9,12.8,0.0,0
M. Wright IV O,$3.0k,PG,63,MIN,UTA,30,+12.5,227.5,107.5,3.0,3.0,3.0,0.0,0
C. Smith O,$3.0k,SG,"",DET,MIA,10,+11,208,98.5,"","","",0.0,0
M. Porter Jr. O,$5.4k,PF,46,DEN,CHA,17,-3,230.5,116.8,7.0,22.0,28.3,0.0,0
N. Alexander-Walker O,$4.7k,PG/SG,1,NO,ORL,19,-6,209.5,107.8,18.0,25.6,37.8,0.0,0
J. Poole O,$6.2k,PG/SG,8,GSW,MEM,6,-5.5,217,111.3,18.5,30.6,35.3,0.0,0
Saben Lee O,$4.5k,PG,1,DET,MIA,1,+11,208,98.5,7.5,23.5,41.0,0.0,0
J. Vanderbilt O,$5.6k,PF/C,3,MIN,UTA,3,+12.5,227.5,107.5,20.5,28.1,33.0,0.0,0
P.J. Tucker O,$4.7k,PF/C,3,MIA,DET,16,-11,208,109.5,16.0,28.9,44.8,0.0,0
Mo Bamba O,$6.3k,C,10,ORL,NO,13,+6,209.5,101.8,10.5,23.7,35.0,0.0,0
Maxi Kleber O,$4.0k,PF/C,3,DAL,MIL,27,+3,209.5,103.3,6.0,20.8,29.0,0.0,0
P. Beverley O,$5.4k,PG,3,MIN,UTA,30,+12.5,227.5,107.5,23.3,29.2,35.3,0.0,0
J. Culver O,$3.0k,SG/SF,5,MEM,GSW,5,+5.5,217,105.8,2.0,7.5,20.8,0.0,0
Luka Doncic O,$11.0k,PG,12,DAL,MIL,9,+3,209.5,103.3,42.0,49.6,54.8,0.0,0
Zion Williamson O,$9.4k,C,232,NO,ORL,5,-6,209.5,107.8,26.0,47.1,60.8,0.0,0
B. Lopez O,$4.6k,C,64,MIL,DAL,3,-3,209.5,106.3,15.5,18.5,23.3,0.0,0
RJ Barrett O,$5.7k,SF,12,NY,WAS,10,-1,212,106.5,10.0,26.9,47.8,0.0,0
I. Brazdeikis O,$3.0k,SF/PF,7,ORL,NO,4,+6,209.5,101.8,1.5,5.3,12.5,0.0,0
Kira Lewis Jr. O,$3.0k,PG,14,NO,ORL,19,-6,209.5,107.8,6.5,11.4,16.8,0.0,0
I. Quickley O,$5.0k,PG/SG,6,NY,WAS,26,-1,212,106.5,11.0,23.8,40.5,0.0,0
D. Green O,$4.3k,SF,2,PHI,ATL,30,-10.5,207.5,109,5.3,18.9,30.5,0.0,0
Bol Bol O,$3.0k,SF/PF,7,DEN,CHA,22,-3,230.5,116.8,0.0,1.6,3.8,0.0,0
K. Porter Jr. O,$7.8k,PG,19,HOU,IND,24,+9,222.5,106.8,17.8,34.1,54.0,0.0,0
Lou Williams O,$3.2k,PG/SG,5,ATL,PHI,14,+10.5,207.5,98.5,4.5,11.7,20.0,0.0,0
Didi Louzada O,$3.0k,SG,47,NO,ORL,24,-6,209.5,107.8,1.3,4.8,15.3,0.0,0
D. Hommes O,$3.0k,SF,"",NO,ORL,5,-6,209.5,107.8,"","","",0.0,0
M. McBride O,$3.9k,PG,6,NY,WAS,26,-1,212,106.5,0.0,14.2,40.0,0.0,0
J. Wiseman O,$4.3k,C,256,GSW,MEM,14,-5.5,217,111.3,9.3,20.3,32.0,0.0,0
A. Edwards O,$7.9k,SG/SF,7,MIN,UTA,1,+12.5,227.5,107.5,26.0,37.5,53.8,0.0,0
S. Aldama O,$3.0k,PF,9,MEM,GSW,18,+5.5,217,105.8,3.3,4.7,6.5,0.0,0
I. Stewart O,$5.1k,C,1,DET,MIA,12,+11,208,98.5,18.8,25.7,28.5,0.0,0
Josh Green O,$3.2k,SF/PF,7,DAL,MIL,20,+3,209.5,103.3,3.3,11.5,19.8,0.0,0
Z. Williams O,$3.0k,SG/SF,16,MEM,GSW,5,+5.5,217,105.8,-0.5,8.6,15.0,0.0,0
Cade Cunningham O,$8.8k,PG/SG,1,DET,MIA,1,+11,208,98.5,24.8,40.0,53.8,0.0,0
J. Suggs O,$5.0k,PG,23,ORL,NO,20,+6,209.5,101.8,11.5,25.5,32.5,0.0,0
K. Hayes O,$3.8k,PG,3,DET,MIA,1,+11,208,98.5,6.3,18.6,32.5,0.0,0
T. Ariza O,$3.5k,PF,1,LAL,SA,6,-1.5,225.5,113.5,7.3,12.1,21.8,0.0,0
R.J. Hampton O,$3.3k,PG/SG,7,ORL,NO,20,+6,209.5,101.8,7.8,13.1,22.5,0.0,0
A. Iguodala O,$3.8k,SF,2,GSW,MEM,27,-5.5,217,111.3,5.8,18.6,34.5,0.0,0
G. Niang O,$3.2k,SF/PF,9,PHI,ATL,30,-10.5,207.5,109,4.3,9.2,14.3,0.0,0
