name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
Raul Neto O,$3.5k,PG,10,WAS,CHA,23,-1.5,232.5,117,10.0,16.3,29.8,0.0,0
M. Morris O,$4.7k,PG,7,DEN,DAL,21,+2.5,213.5,105.5,10.5,22.5,31.3,0.0,0
Malcolm Hill O,$3.0k,SG,4,ATL,POR,3,-5,225.5,115.3,0.0,12.5,27.8,0.0,0
D. Walton Jr. O,$5.1k,PG,1,DET,MIL,6,+16,227,105.5,4.3,19.1,34.0,0.0,0
Christian Wood O,$6.2k,C,1,HOU,PHI,19,+14,217,101.5,1.3,29.6,42.0,0.0,0
B.J. Johnson O,$3.4k,SF,10,ORL,CHI,24,+14,218.5,102.3,2.5,11.0,20.0,0.0,0
Semi Ojeleye O,$3.0k,PF,10,MIL,DET,7,-16,227,121.5,1.5,8.1,16.3,0.0,0
T. Antetokounmpo O,$3.0k,PF,11,MIL,DET,7,-16,227,121.5,4.0,11.4,16.5,0.0,0
B. Bogdanovic O,$5.4k,PG/SG,6,ATL,POR,16,-5,225.5,115.3,6.8,20.5,33.5,0.0,0
K. Towns O,$10.7k,C,12,MIN,LAC,30,+3.5,215.5,106,40.5,49.8,58.5,0.0,0
E. Sumner O,$3.0k,PG,227,BKN,MEM,27,-6.5,228.5,117.5,4.5,12.0,20.0,0.0,0
D. Russell O,$8.1k,PG/SG,10,MIN,LAC,18,+3.5,215.5,106,30.5,37.9,50.8,0.0,0
Z. Cheatham O,$3.0k,PF,507,MIA,GSW,3,+11,216.5,102.8,0.0,7.4,14.8,0.0,0
Gabe Vincent O,$5.4k,PG,5,MIA,GSW,17,+11,216.5,102.8,21.3,26.6,30.8,0.0,0
John Konchar O,$3.5k,SG/SF,6,MEM,BKN,8,+6.5,228.5,111,7.3,19.0,43.0,0.0,0
D. Robinson O,$5.1k,SG/SF,5,MIA,GSW,4,+11,216.5,102.8,11.0,21.7,34.8,0.0,0
D. Brooks O,$6.3k,SF,10,MEM,BKN,21,+6.5,228.5,111,20.8,34.3,49.3,0.0,0
K. Porzingis O,$8.9k,PF,2,DAL,DEN,28,-2.5,213.5,108,22.3,44.9,62.3,0.0,0
John Collins O,$7.7k,PF/C,8,ATL,POR,19,-5,225.5,115.3,26.8,39.4,51.5,0.0,0
A. Holiday O,$3.8k,PG/SG,7,WAS,CHA,23,-1.5,232.5,117,3.3,13.4,28.8,0.0,0
M. Thybulle O,$3.7k,SF/PF,3,PHI,HOU,8,-14,217,115.5,14.5,18.6,22.5,0.0,0
Ben Simmons O,$8.6k,PG,196,PHI,HOU,26,-14,217,115.5,25.8,34.0,45.0,0.0,0
PJ Dozier O,$3.0k,PF,40,DEN,DAL,4,+2.5,213.5,105.5,1.5,11.6,26.0,0.0,0
Luke Kennard O,$5.1k,SG,2,LAC,MIN,5,-3.5,215.5,109.5,10.3,19.6,35.5,0.0,0
D. DiVincenzo O,$4.0k,PG/SG,3,MIL,DET,25,-16,227,121.5,2.5,14.7,23.3,0.0,0
J. Murray O,$6.8k,SG,265,DEN,DAL,1,+2.5,213.5,105.5,28.0,38.1,52.0,0.0,0
M. Ellison O,$3.0k,PF,"",ATL,POR,19,-5,225.5,115.3,"","","",0.0,0
G. Riller O,$3.0k,PG/SG,90,PHI,HOU,26,-14,217,115.5,0.0,4.7,8.0,0.0,0
T. Bryant O,$4.4k,C,358,WAS,CHA,25,-1.5,232.5,117,0.0,23.7,45.0,0.0,0
I. Zubac O,$5.2k,C,4,LAC,MIN,24,-3.5,215.5,109.5,20.8,27.7,39.3,0.0,0
M. Howard O,$3.0k,PG,18,DEN,DAL,21,+2.5,213.5,105.5,2.0,13.3,25.3,0.0,0
A. Brooks O,$4.1k,PG/SG,1,HOU,PHI,2,+14,217,101.5,12.3,16.6,22.3,0.0,0
M. Powell O,$3.0k,SG,7,PHI,HOU,23,-14,217,115.5,0.0,2.4,4.8,0.0,0
F. Jackson O,$5.0k,SG,4,DET,MIL,14,+16,227,105.5,8.8,18.5,31.0,0.0,0
J. Isaac O,$3.0k,PF,518,ORL,CHI,14,+14,218.5,102.3,5.3,26.9,48.8,0.0,0
D. Hunter O,$3.4k,SF,51,ATL,POR,27,-5,225.5,115.3,4.5,17.7,33.5,0.0,0
U. Azubuike O,$3.0k,C,45,UTA,NO,1,-9.5,228,118.8,3.3,13.1,26.5,0.0,0
C. McGriff O,$3.1k,PF,2,POR,ATL,29,+5,225.5,110.3,7.5,13.4,17.5,0.0,0
Tyler Cook O,$3.0k,PF/C,1,CHI,ORL,26,-14,218.5,116.3,3.3,10.2,15.3,0.0,0
E. Omoruyi O,$3.0k,SF/PF,30,DAL,DEN,1,-2.5,213.5,108,1.3,6.3,12.3,0.0,0
J. McLaughlin O,$3.0k,PG,12,DAL,DEN,28,-2.5,213.5,108,0.0,2.3,8.5,0.0,0
D. Melton O,$4.9k,PG/SG,10,MEM,BKN,30,+6.5,228.5,111,18.0,28.2,37.8,0.0,0
M. Fultz O,$4.7k,PG,361,ORL,CHI,9,+14,218.5,102.3,5.0,22.6,35.0,0.0,0
Tony Bradley O,$3.0k,C,13,CHI,ORL,14,-14,218.5,116.3,11.3,15.2,19.5,0.0,0
D. Jarreau O,$3.0k,PG,79,HOU,PHI,2,+14,217,101.5,0.0,6.2,14.8,0.0,0
Sam Merrill O,$3.0k,PG/SG,45,MEM,BKN,30,+6.5,228.5,111,1.3,6.5,12.5,0.0,0
Rui Hachimura O,$4.5k,PF/C,214,WAS,CHA,11,-1.5,232.5,117,18.8,27.2,45.8,0.0,0
Bam Adebayo O,$8.8k,C,34,MIA,GSW,18,+11,216.5,102.8,25.5,33.1,48.3,0.0,0
I. Hartenstein O,$4.5k,C,15,LAC,MIN,24,-3.5,215.5,109.5,20.8,25.1,34.3,0.0,0
M. Wright O,$3.0k,C,11,LAC,MIN,24,-3.5,215.5,109.5,1.5,8.1,17.8,0.0,0
M. Garrett O,$3.3k,SG,5,MIA,GSW,4,+11,216.5,102.8,3.3,9.7,18.8,0.0,0
C. Okeke O,$5.1k,SF/PF,10,ORL,CHI,24,+14,218.5,102.3,8.8,29.3,53.5,0.0,0
T. Waters O,$3.4k,PG,1,WAS,CHA,23,-1.5,232.5,117,2.0,9.5,25.8,0.0,0
M. Porter Jr. O,$5.2k,PF,57,DEN,DAL,4,+2.5,213.5,105.5,7.0,22.0,28.3,0.0,0
I. Livers O,$3.0k,PF,17,DET,MIL,25,+16,227,105.5,3.5,3.5,3.5,0.0,0
PJ Washington O,$5.1k,PF/C,10,CHA,WAS,21,+1.5,232.5,115.5,13.5,28.6,38.8,0.0,0
J. Nwora O,$4.7k,PF,1,MIL,DET,7,-16,227,121.5,21.5,35.3,49.8,0.0,0
X. Tillman O,$3.0k,C,4,MEM,BKN,17,+6.5,228.5,111,4.5,12.1,24.0,0.0,0
Zion Williamson O,$9.4k,C,243,NO,UTA,4,+9.5,228,109.3,26.0,47.1,60.8,0.0,0
Kira Lewis Jr. O,$3.0k,PG,25,NO,UTA,22,+9.5,228,109.3,6.5,11.4,16.8,0.0,0
B. Williams O,$3.0k,PG,4,POR,ATL,1,+5,225.5,110.3,6.5,6.8,7.0,0.0,0
K. Porter Jr. O,$6.8k,PG,1,HOU,PHI,2,+14,217,101.5,15.0,23.8,46.3,0.0,0
Shaq Buchanan O,$3.0k,SG,4,MEM,BKN,8,+6.5,228.5,111,1.0,7.2,13.0,0.0,0
J. Preston O,$3.0k,PG,"",LAC,MIN,24,-3.5,215.5,109.5,"","","",0.0,0
Didi Louzada O,$3.0k,SG,58,NO,UTA,6,+9.5,228,109.3,1.5,4.1,7.8,0.0,0
D. Hommes O,$3.0k,SF,83,NO,UTA,23,+9.5,228,109.3,1.3,5.8,9.5,0.0,0
V. Carey Jr. O,$3.0k,C,23,CHA,WAS,8,+1.5,232.5,115.5,1.0,4.8,11.0,0.0,0
P. Williams O,$3.0k,SF,66,CHI,ORL,14,-14,218.5,116.3,6.8,12.4,16.0,0.0,0
J. Wiseman O,$4.2k,C,267,GSW,MIA,5,-11,216.5,113.8,9.3,20.3,32.0,0.0,0
S. Lewis O,$3.0k,SG,18,CHA,WAS,20,+1.5,232.5,115.5,1.5,6.3,12.3,0.0,0
I. Stewart O,$4.8k,C,12,DET,MIL,7,+16,227,105.5,18.8,25.7,28.5,0.0,0
Cole Anthony O,$8.3k,PG,10,ORL,CHI,9,+14,218.5,102.3,18.8,38.7,53.5,0.0,0
T. Maxey O,$5.9k,PG,3,PHI,HOU,26,-14,217,115.5,9.0,28.7,42.3,0.0,0
Zeke Nnaji O,$3.0k,PF/C,5,DEN,DAL,4,+2.5,213.5,105.5,0.0,11.0,27.3,0.0,0
J. Johnson O,$3.0k,PF,8,ATL,POR,19,-5,225.5,115.3,0.0,4.0,11.8,0.0,0
J. Suggs O,$4.8k,SG,34,ORL,CHI,24,+14,218.5,102.3,11.5,25.5,32.5,0.0,0
B. Boston Jr. O,$3.5k,SG/SF,6,LAC,MIN,5,-3.5,215.5,109.5,1.5,15.9,23.5,0.0,0
M. Simonovic O,$3.0k,PF/C,13,CHI,ORL,26,-14,218.5,116.3,1.8,2.9,3.3,0.0,0
