name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
B. Ingram Q,$8.4k,SF/PF,9,NO,DAL,17,+8.5,214,102.8,38.5,42.5,48.0,36.0,4.29
H. Barnes,$7.3k,SF/PF,0,SAC,PHO,15,+3,226,111.5,32.5,37.9,42.5,35.5,4.86
R. Holmes,$7.2k,C,0,SAC,PHO,26,+3,226,111.5,20.5,33.7,50.5,34.3,4.76
K. Porzingis,$6.7k,PF,1,DAL,NO,24,-8.5,214,111.3,14.3,31.1,44.5,34.0,5.07
D. Green,$7.0k,PF/C,0,GSW,ATL,12,-3.5,222.5,113,29.5,35.2,43.0,33.8,4.82
John Collins Q,$7.0k,PF/C,1,ATL,GSW,7,+3.5,222.5,109.5,23.5,32.6,41.0,33.5,4.79
Kyle Lowry,$7.9k,PG,1,MIA,DEN,13,-1.5,204.5,103,22.0,37.6,56.0,32.8,4.15
T. Rozier,$6.4k,PG/SG,0,CHA,LAL,27,+2.5,227.5,112.5,14.5,26.5,40.5,32.5,5.08
T. Maxey,$5.9k,PG,1,PHI,NY,16,+2.5,213.5,105.5,22.3,27.4,37.0,31.8,5.38
Lonzo Ball,$6.8k,PG,1,CHI,BKN,2,-1.5,216.5,109,21.0,26.7,33.8,31.5,4.63
D. Russell Q,$7.3k,PG/SG,6,MIN,MEM,14,+5.5,217.5,106,14.8,26.5,44.3,31.3,4.28
T. Haliburton,$6.0k,PG/SG,0,SAC,PHO,19,+3,226,111.5,27.8,32.8,48.0,31.0,5.17
J. Jackson Jr.,$5.8k,PF/C,2,MEM,MIN,14,-5.5,217.5,111.5,20.3,29.3,42.0,31.0,5.34
G. Hayward,$6.9k,SF/PF,0,CHA,LAL,11,+2.5,227.5,112.5,18.8,27.6,44.3,30.5,4.42
D. Graham,$6.3k,PG,2,NO,DAL,12,+8.5,214,102.8,22.8,30.4,39.3,30.3,4.8
Will Barton,$5.5k,SG/SF,1,DEN,MIA,16,+1.5,204.5,101.5,18.0,31.4,47.3,30.3,5.5
T. Herro,$6.6k,PG/SG,1,MIA,DEN,13,-1.5,204.5,103,17.8,34.3,42.5,30.0,4.55
RJ Barrett,$6.6k,PG/SF,0,NY,PHI,17,-2.5,213.5,108,9.3,34.0,56.5,29.5,4.47
S. Milton,$5.2k,PG/SG,1,PHI,NY,16,+2.5,213.5,105.5,14.8,25.1,37.0,29.5,5.67
J. Poole,$5.8k,PG/SG,0,GSW,ATL,25,-3.5,222.5,113,15.0,31.6,47.3,29.0,5
B. Hield,$6.0k,SG/SF,0,SAC,PHO,14,+3,226,111.5,20.3,30.5,38.8,29.0,4.83
F. Kaminsky,$4.3k,PF/C,1,PHO,SAC,1,-3,226,114.5,4.0,18.2,35.3,28.8,6.69
M. Bridges,$5.2k,SG/SF,1,PHO,SAC,19,-3,226,114.5,18.8,22.5,25.8,28.3,5.43
Seth Curry,$5.8k,SG,1,PHI,NY,25,+2.5,213.5,105.5,16.0,27.1,39.0,27.8,4.78
N. Alexander-Walker,$5.9k,PG/SG,2,NO,DAL,12,+8.5,214,102.8,12.3,23.0,28.5,27.5,4.66
S. Adams,$4.5k,C,2,MEM,MIN,29,-5.5,217.5,111.5,15.3,21.3,28.3,27.3,6.06
A. Wiggins,$6.6k,SG/SF,0,GSW,ATL,23,-3.5,222.5,113,19.8,23.2,26.5,27.0,4.09
C. Anthony,$5.7k,PF,1,LAL,CHA,2,-2.5,227.5,115,20.0,31.0,41.3,26.5,4.65
K. Walker,$5.5k,PG,2,NY,PHI,17,-2.5,213.5,108,7.3,25.0,40.0,26.3,4.77
Tim Hardaway Jr.,$5.9k,SG,1,DAL,NO,7,-8.5,214,111.3,13.3,25.1,40.0,26.0,4.41
Desmond Bane,$4.7k,SF,2,MEM,MIN,30,-5.5,217.5,111.5,10.5,23.2,32.5,25.5,5.43
B. Bogdanovic,$5.3k,PG/SG,1,ATL,GSW,15,+3.5,222.5,109.5,17.8,24.4,34.5,25.3,4.76
Alex Caruso,$4.2k,PG/SG,1,CHI,BKN,2,-1.5,216.5,109,16.5,22.2,26.8,25.3,6.01
J. Brunson,$5.7k,PG/SG,1,DAL,NO,30,-8.5,214,111.3,11.8,29.5,53.0,25.0,4.39
D. Melton,$5.1k,PG/SG,2,MEM,MIN,7,-5.5,217.5,111.5,12.0,25.4,38.3,24.8,4.85
Evan Fournier,$5.2k,SG/SF,0,NY,PHI,8,-2.5,213.5,108,9.5,21.6,30.8,24.5,4.71
M. Plumlee,$5.2k,C,0,CHA,LAL,27,+2.5,227.5,112.5,14.0,18.3,22.5,24.3,4.66
Jae Crowder,$4.9k,PF,1,PHO,SAC,1,-3,226,114.5,10.8,24.3,33.5,23.8,4.85
F. Korkmaz,$4.9k,SG/SF,1,PHI,NY,25,+2.5,213.5,105.5,8.8,22.1,36.5,23.6,4.82
A. Gordon,$4.9k,PF,1,DEN,MIA,6,+1.5,204.5,101.5,15.8,24.3,31.0,23.5,4.8
Kyle Anderson,$4.2k,SF/PF,2,MEM,MIN,30,-5.5,217.5,111.5,14.0,22.8,27.3,23.3,5.54
Nerlens Noel Q,$3.9k,C,0,NY,PHI,11,-2.5,213.5,108,3.0,15.2,28.8,23.3,5.97
Joe Harris,$4.2k,SG/SF,0,BKN,CHI,22,+1.5,216.5,107.5,12.0,20.4,33.5,23.3,5.54
D. Hunter,$4.0k,SF/PF,1,ATL,GSW,29,+3.5,222.5,109.5,9.3,18.9,33.5,23.0,5.75
D. Finney-Smith,$4.4k,SF/PF,1,DAL,NO,9,-8.5,214,111.3,3.3,17.4,26.5,22.8,5.17
G. Niang,$4.6k,SF/PF,1,PHI,NY,13,+2.5,213.5,105.5,12.3,25.1,37.8,22.3,4.84
B. Brown,$4.4k,SG/SF,0,BKN,CHI,22,+1.5,216.5,107.5,11.8,17.6,23.5,22.3,5.06
M. Morris Q,$4.1k,PG,1,DEN,MIA,23,+1.5,204.5,101.5,15.3,21.2,30.5,22.0,5.37
K. Oubre Jr.,$4.4k,SG/SF,0,CHA,LAL,2,+2.5,227.5,112.5,1.8,20.8,48.8,21.8,4.94
D. Bacon,$4.6k,SG,175,NY,PHI,8,-2.5,213.5,108,8.8,17.8,26.8,21.5,4.67
Josh Hart,$5.0k,SF/PF,2,NO,DAL,17,+8.5,214,102.8,15.8,25.2,34.3,21.3,4.25
J. McGee,$4.0k,C,1,PHO,SAC,28,-3,226,114.5,14.3,19.6,24.3,21.3,5.31
D. Robinson,$3.8k,SG/SF,1,MIA,DEN,3,-1.5,204.5,103,9.3,16.8,23.5,21.0,5.53
P. Beverley,$4.3k,PG,2,MIN,MEM,14,+5.5,217.5,106,14.0,25.1,36.5,21.0,4.88
B. Griffin,$4.3k,PF/C,0,BKN,CHI,10,+1.5,216.5,107.5,8.3,23.0,35.3,20.5,4.77
M. Beasley,$4.6k,SG/SF,2,MIN,MEM,27,+5.5,217.5,106,16.0,23.1,28.0,20.3,4.4
G. Hernangomez,$4.1k,C,2,NO,DAL,25,+8.5,214,102.8,3.5,22.3,41.3,19.8,4.82
Paul Reed,$3.3k,PF/C,1,PHI,NY,8,+2.5,213.5,105.5,0.0,9.4,19.3,19.5,5.91
PJ Dozier,$3.3k,SG/SF,1,DEN,MIA,16,+1.5,204.5,101.5,7.0,14.2,22.5,19.3,5.83
D. Mitchell,$4.4k,PG,0,SAC,PHO,19,+3,226,111.5,11.5,23.2,31.5,19.3,4.38
J. Vanderbilt,$4.0k,PF/C,2,MIN,MEM,16,+5.5,217.5,106,15.0,21.9,33.8,19.3,4.81
Derrick Rose,$4.7k,PG/SG,0,NY,PHI,17,-2.5,213.5,108,7.8,22.2,44.0,19.0,4.04
Damion Lee,$3.8k,SG/SF,0,GSW,ATL,23,-3.5,222.5,113,11.3,19.6,26.8,19.0,5
L. Aldridge,$4.5k,C,0,BKN,CHI,23,+1.5,216.5,107.5,17.0,23.8,34.5,19.0,4.22
Kent Bazemore,$4.0k,SF,1,LAL,CHA,27,-2.5,227.5,115,8.8,14.7,19.5,18.5,4.63
J. McDaniels,$3.1k,SF/PF,2,MIN,MEM,12,+5.5,217.5,106,8.0,12.5,21.3,18.5,5.97
D. Green Q,$3.8k,SF,6,PHI,NY,13,+2.5,213.5,105.5,10.8,20.0,23.5,18.0,4.74
Cody Martin,$3.6k,SG/SF,0,CHA,LAL,2,+2.5,227.5,112.5,13.3,20.0,25.5,17.8,4.93
Cam Reddish,$3.8k,SG/SF,1,ATL,GSW,1,+3.5,222.5,109.5,5.8,16.6,27.5,17.8,4.67
D. Powell,$3.7k,C,1,DAL,NO,4,-8.5,214,111.3,10.5,18.8,27.5,17.5,4.73
Tyus Jones,$3.6k,PG,2,MEM,MIN,7,-5.5,217.5,111.5,15.0,22.3,39.0,17.5,4.86
B. Hyland,$3.0k,PG/SG,1,DEN,MIA,23,+1.5,204.5,101.5,2.3,13.4,20.5,17.5,5.83
Marc Gasol,$3.7k,C,157,MEM,MIN,29,-5.5,217.5,111.5,10.3,18.0,35.5,17.3,4.66
N. Bjelica,$3.6k,PF/C,0,GSW,ATL,12,-3.5,222.5,113,15.5,21.5,32.3,17.0,4.72
P. Mills,$3.6k,PG/SG,0,BKN,CHI,8,+1.5,216.5,107.5,10.5,16.0,28.3,16.5,4.58
F. Mason III,$3.6k,PG,269,LAL,CHA,29,-2.5,227.5,115,0.0,11.3,24.8,16.3,4.51
K. Huerter,$3.5k,SG/SF,1,ATL,GSW,1,+3.5,222.5,109.5,6.5,13.6,22.8,15.8,4.5
Gary Payton II,$3.4k,PG/SG,0,GSW,ATL,25,-3.5,222.5,113,2.3,19.1,31.5,15.8,4.63
D. Gallinari,$3.4k,PF,1,ATL,GSW,7,+3.5,222.5,109.5,9.0,14.2,22.3,15.5,4.56
Moe Harkless,$3.3k,SF/PF,0,SAC,PHO,15,+3,226,111.5,8.0,14.3,22.8,15.3,4.62
C. Payne,$3.0k,PG/SG,1,PHO,SAC,26,-3,226,114.5,7.8,14.6,21.0,15.3,5.08
D. Dedmon,$3.3k,C,1,MIA,DEN,3,-1.5,204.5,103,3.3,11.9,23.3,15.3,4.62
A. Iguodala Q,$3.2k,SF,2,GSW,ATL,23,-3.5,222.5,113,14.3,17.6,25.5,15.0,4.69
D. Howard,$3.9k,C,1,LAL,CHA,24,-2.5,227.5,115,8.5,16.1,22.3,15.0,3.85
Taj Gibson,$3.0k,PF/C,6,NY,PHI,20,-2.5,213.5,108,1.5,12.9,26.8,15.0,5
R. Bullock,$3.3k,SG/SF,1,DAL,NO,7,-8.5,214,111.3,0.8,12.2,20.8,15.0,4.55
M. Morris,$3.1k,PF/C,1,MIA,DEN,19,-1.5,204.5,103,11.3,14.3,17.3,14.8,4.76
D. Jones Jr.,$3.2k,SF/PF,1,CHI,BKN,8,-1.5,216.5,109,0.0,13.7,20.5,14.8,4.61
Alec Burks,$3.1k,SG/SF,0,NY,PHI,8,-2.5,213.5,108,8.8,14.8,25.5,14.5,4.68
R. Rondo,$3.0k,PG,1,LAL,CHA,29,-2.5,227.5,115,9.0,13.9,19.3,14.3,4.75
D. Jordan,$3.5k,C,1,LAL,CHA,24,-2.5,227.5,115,4.3,16.4,20.8,14.3,4.07
J. Green,$3.0k,SF/PF,1,CHI,BKN,8,-1.5,216.5,109,9.5,13.7,17.5,14.3,4.75
K. Looney,$3.1k,C,0,GSW,ATL,14,-3.5,222.5,113,5.3,12.7,24.0,14.0,4.52
P.J. Tucker,$3.2k,PF/C,1,MIA,DEN,19,-1.5,204.5,103,9.0,14.0,17.8,14.0,4.38
J. Green,$3.1k,PF/C,1,DEN,MIA,6,+1.5,204.5,101.5,6.8,11.7,18.3,14.0,4.52
W. Ellington,$3.1k,SG/SF,1,LAL,CHA,18,-2.5,227.5,115,7.3,12.6,27.0,14.0,4.52
Trey Murphy III,$3.1k,SG,2,NO,DAL,12,+8.5,214,102.8,5.8,11.7,18.3,14.0,4.52
A. Bradley,$3.0k,SG,1,LAL,CHA,18,-2.5,227.5,115,10.3,12.7,16.3,14.0,4.67
X. Tillman,$3.0k,PF/C,2,MEM,MIN,14,-5.5,217.5,111.5,4.3,12.8,19.3,14.0,4.67
Malik Monk,$3.3k,SG,1,LAL,CHA,18,-2.5,227.5,115,-1.0,8.1,26.0,14.0,4.24
F. Ntilikina,$3.0k,PG/SG,1,DAL,NO,30,-8.5,214,111.3,5.3,12.1,21.8,13.8,4.58
Jeff Green,$3.0k,SF/PF,1,DEN,MIA,22,+1.5,204.5,101.5,0.0,10.9,18.8,13.8,4.58
F. Campazzo,$3.2k,PG,1,DEN,MIA,23,+1.5,204.5,101.5,4.8,10.2,16.5,13.8,4.3
Kira Lewis Jr.,$3.0k,PG/SG,2,NO,DAL,12,+8.5,214,102.8,6.0,11.8,19.8,13.8,4.58
Ayo Dosunmu,$3.1k,PG/SG,1,CHI,BKN,2,-1.5,216.5,109,2.5,8.5,22.0,13.5,4.35
Juan Toscano-Anderson,$3.0k,PF,0,GSW,ATL,12,-3.5,222.5,113,3.5,10.5,17.5,13.5,4.5
Tony Bradley,$3.0k,C,1,CHI,BKN,1,-1.5,216.5,109,4.5,10.1,15.0,13.5,4.5
Naz Reid,$3.5k,PF/C,2,MIN,MEM,16,+5.5,217.5,106,7.8,16.0,23.0,13.3,3.79
Paul Millsap,$3.0k,PF/C,0,BKN,CHI,10,+1.5,216.5,107.5,4.0,9.3,15.0,13.3,4.42
J. McLaughlin,$3.0k,PG,2,MIN,MEM,14,+5.5,217.5,106,0.0,7.8,14.3,13.3,4.42
A. Reaves,$3.2k,PG/SG,1,LAL,CHA,29,-2.5,227.5,115,3.0,12.6,22.5,13.0,4.06
T. Davis,$3.1k,SG/SF,0,SAC,PHO,14,+3,226,111.5,0.0,5.1,13.0,13.0,4.19
L. Shamet,$3.3k,SG/SF,1,PHO,SAC,19,-3,226,114.5,3.5,13.8,29.8,12.8,3.86
Didi Louzada,$3.0k,SF,2,NO,DAL,17,+8.5,214,102.8,1.3,4.8,15.3,12.8,4.25
C. Johnson,$3.2k,SF/PF,1,PHO,SAC,2,-3,226,114.5,4.3,13.3,24.5,12.8,3.98
J. Nowell,$3.0k,PG/SG,2,MIN,MEM,14,+5.5,217.5,106,2.0,6.2,13.5,12.8,4.25
M. Moody,$3.0k,SG,0,GSW,ATL,23,-3.5,222.5,113,3.0,5.7,10.3,12.5,4.17
J. Kuminga,$3.0k,PF,0,GSW,ATL,12,-3.5,222.5,113,0.0,2.8,6.8,12.3,4.08
Z. Williams Q,$3.1k,SG/SF,2,MEM,MIN,17,-5.5,217.5,111.5,9.5,13.2,20.0,12.0,3.87
I. Quickley,$3.3k,PG,0,NY,PHI,17,-2.5,213.5,108,4.0,14.2,23.8,12.0,3.64
Alex Len,$3.4k,C,0,SAC,PHO,26,+3,226,111.5,11.5,19.4,26.3,11.8,3.46
D. Bembry,$3.4k,SF,0,BKN,CHI,6,+1.5,216.5,107.5,7.3,13.9,28.8,11.5,3.38
Ish Smith,$3.1k,PG,0,CHA,LAL,27,+2.5,227.5,112.5,2.5,6.2,10.8,11.0,3.55
Lou Williams,$3.0k,PG/SG,1,ATL,GSW,15,+3.5,222.5,109.5,5.5,9.0,15.3,10.5,3.5
John Konchar,$3.0k,PG,2,MEM,MIN,7,-5.5,217.5,111.5,1.5,5.7,8.5,10.5,3.5
Nick Richards,$3.2k,C,0,CHA,LAL,27,+2.5,227.5,112.5,0.0,7.4,20.0,10.5,3.28
Obi Toppin,$3.0k,SF/PF,0,NY,PHI,1,-2.5,213.5,108,9.0,11.0,14.5,10.0,3.33
Naji Marshall,$3.2k,PF,2,NO,DAL,15,+8.5,214,102.8,6.5,12.2,16.5,9.5,2.97
S. Brown,$3.0k,SG/SF,1,DAL,NO,7,-8.5,214,111.3,0.8,7.9,16.8,9.5,3.17
B. Goodwin,$3.0k,PG,178,NY,PHI,17,-2.5,213.5,108,6.5,10.8,18.8,8.5,2.83
H. Jones Q,$3.5k,SF,5,NO,DAL,17,+8.5,214,102.8,8.5,16.2,28.8,8.3,2.36
Q. Weatherspoon,$3.0k,PG,175,GSW,ATL,25,-3.5,222.5,113,1.5,9.1,19.5,8.3,2.75
T. Prince,$3.2k,SF/PF,2,MIN,MEM,12,+5.5,217.5,106,-1.0,6.3,16.8,8.0,2.5
B. Clarke,$3.0k,PF/C,2,MEM,MIN,14,-5.5,217.5,111.5,4.0,9.9,13.5,8.0,2.67
W. Cauley-Stein,$3.0k,C,1,DAL,NO,4,-8.5,214,111.3,2.0,6.1,14.5,8.0,2.67
G. Dieng,$3.0k,C,1,ATL,GSW,7,+3.5,222.5,109.5,0.8,8.0,13.3,8.0,2.67
E. Terry,$3.0k,PF,988,SAC,PHO,5,+3,226,111.5,3.8,8.9,14.3,7.5,2.5
L. Galloway,$3.0k,SG,151,GSW,ATL,23,-3.5,222.5,113,0.0,7.3,14.5,7.3,2.42
J. Carter,$3.0k,PG,0,BKN,CHI,8,+1.5,216.5,107.5,0.0,7.6,14.8,7.3,2.42
Axel Toupane,$3.0k,SF,147,GSW,ATL,23,-3.5,222.5,113,0.0,5.9,19.0,6.8,2.25
G. Temple,$3.4k,SG,2,NO,DAL,12,+8.5,214,102.8,8.0,18.2,29.0,6.5,1.91
J. Culver,$3.0k,SG/SF,2,MEM,MIN,17,-5.5,217.5,111.5,0.0,5.9,11.5,6.5,2.17
J. McDaniels,$3.0k,PF,2,CHA,LAL,11,+2.5,227.5,112.5,0.8,14.7,33.0,6.5,2.17
S. Aldama,$3.0k,PF/C,2,MEM,MIN,14,-5.5,217.5,111.5,3.3,5.9,10.0,6.3,2.08
Sam Merrill,$3.0k,SG,2,MEM,MIN,17,-5.5,217.5,111.5,0.0,5.4,10.0,6.3,2.08
Wes Iwundu,$3.0k,SG,179,CHA,LAL,2,+2.5,227.5,112.5,1.3,5.7,9.8,6.3,2.08
A. Rivers,$3.0k,PG/SG,1,DEN,MIA,23,+1.5,204.5,101.5,0.0,4.5,8.0,6.0,2
J. Hayes,$3.0k,C,4,NO,DAL,25,+8.5,214,102.8,2.0,13.4,18.8,5.0,1.67
T. Satoransky,$3.3k,PG/SF,2,NO,DAL,12,+8.5,214,102.8,-0.5,7.4,20.3,4.3,1.29
A. Nader,$3.0k,SF/PF,1,PHO,SAC,2,-3,226,114.5,-0.5,4.8,11.8,4.0,1.33
K. Irving O,$7.7k,PG,147,BKN,CHI,8,+1.5,216.5,107.5,23.8,37.3,48.3,0.0,0
T. Horton-Tucker O,$3.4k,SG/SF,157,LAL,CHA,18,-2.5,227.5,115,0.5,10.8,27.3,0.0,0
Klay Thompson O,$6.2k,SG,878,GSW,ATL,23,-3.5,222.5,113,29.3,39.0,44.5,0.0,0
D. Saric O,$3.0k,C,124,PHO,SAC,28,-3,226,114.5,1.3,7.4,10.8,0.0,0
Isaiah Joe O,$3.0k,SG,4,PHI,NY,25,+2.5,213.5,105.5,1.3,4.6,8.3,0.0,0
J. Johnson O,$3.0k,PF/C,7,BKN,CHI,10,+1.5,216.5,107.5,2.0,4.9,10.0,0.0,0
E. Sumner O,$3.0k,PG,171,BKN,CHI,8,+1.5,216.5,107.5,4.5,12.0,20.0,0.0,0
Max Strus O,$3.0k,SG/SF,8,MIA,DEN,3,-1.5,204.5,103,6.8,12.3,22.8,0.0,0
Coby White O,$6.7k,PG/SG,175,CHI,BKN,2,-1.5,216.5,109,19.8,32.2,42.3,0.0,0
G. Riller O,$3.0k,PG,173,PHI,NY,16,+2.5,213.5,105.5,0.0,4.9,9.0,0.0,0
D. Hommes O,$3.0k,PF,"",NO,DAL,15,+8.5,214,102.8,"","","",0.0,0
P. Williams O,$3.3k,SF,10,CHI,BKN,8,-1.5,216.5,109,6.8,12.4,16.0,0.0,0
J. Wiseman O,$4.4k,C,211,GSW,ATL,14,-3.5,222.5,113,9.3,20.3,32.0,0.0,0
J. Murray O,$8.2k,SG,209,DEN,MIA,16,+1.5,204.5,101.5,28.0,38.1,52.0,0.0,0
D. Brooks O,$7.1k,SG,158,MEM,MIN,17,-5.5,217.5,111.5,29.5,37.9,51.3,0.0,0
O. Okongwu O,$3.0k,C,127,ATL,GSW,7,+3.5,222.5,109.5,7.5,10.7,13.5,0.0,0
T. Ariza O,$3.0k,PF,162,LAL,CHA,2,-2.5,227.5,115,7.3,16.7,29.0,0.0,0
M. Thybulle O,$3.7k,SF/PF,3,PHI,NY,13,+2.5,213.5,105.5,10.5,20.7,31.8,0.0,0
L. James O,$10.0k,SF/PF,5,LAL,CHA,27,-2.5,227.5,115,39.0,45.8,54.5,0.0,0
V. Cancar O,$3.0k,SF,149,DEN,MIA,22,+1.5,204.5,101.5,0.0,4.1,10.8,0.0,0
D. Ayton O,$6.4k,C,3,PHO,SAC,28,-3,226,114.5,14.8,35.7,53.8,0.0,0
N. Claxton O,$3.7k,C,"",BKN,CHI,23,+1.5,216.5,107.5,"","","",0.0,0
M. Porter Jr. O,$5.8k,SF,1,DEN,MIA,22,+1.5,204.5,101.5,7.0,22.0,28.3,0.0,0
Kendrick Nunn O,$3.8k,PG,162,LAL,CHA,29,-2.5,227.5,115,9.3,21.8,46.5,0.0,0
Otto Porter Jr. O,$3.9k,SF/PF,0,GSW,ATL,23,-3.5,222.5,113,9.3,18.9,36.3,0.0,0
Joel Embiid O,$9.8k,C,1,PHI,NY,30,+2.5,213.5,105.5,29.8,44.9,59.0,0.0,0
PJ Washington O,$4.8k,PF/C,4,CHA,LAL,11,+2.5,227.5,112.5,13.8,22.0,28.5,0.0,0
Maxi Kleber O,$3.5k,PF/C,7,DAL,NO,24,-8.5,214,111.3,13.0,20.8,45.0,0.0,0
M. Robinson O,$4.3k,C,0,NY,PHI,11,-2.5,213.5,108,13.8,21.0,28.3,0.0,0
K. Tillie O,$3.0k,PF/C,2,MEM,MIN,14,-5.5,217.5,111.5,4.8,10.3,26.0,0.0,0
V. Oladipo O,$6.5k,PG,213,MIA,DEN,13,-1.5,204.5,103,19.8,29.0,45.3,0.0,0
Ben Simmons O,$8.0k,PG/SF,140,PHI,NY,16,+2.5,213.5,105.5,25.8,34.0,45.0,0.0,0
T. Harris O,$8.8k,PF,8,PHI,NY,8,+2.5,213.5,105.5,29.5,38.2,48.3,0.0,0
Zion Williamson O,$8.9k,PF/C,187,NO,DAL,15,+8.5,214,102.8,26.0,47.1,60.8,0.0,0
