nba_id,player_name,gametime,pos,opp,sal,proj,l3,l5,ceil,lopp,opp_rank,pts,ast,reb,current_time
267411842,Max Christie,11:00 PM EST @ SAC,SG,SAC,$3.3K,4.6,10.6,6.8,9.1,22.25,1,1.7,0.3,1.5,"Wed, November 15th at 8:06 PM EST"
191926321,Sam Merrill,11:00 PM EST vs POR,SG,POR,$3.0K,4.3,9.9,7.4,10.6,10,12,1.3,0.7,0.7,"Wed, November 15th at 8:06 PM EST"
771039095,Emoni Bates,11:00 PM EST vs POR,SF,POR,$3.0K,4.3,0,0,4.3,0,11,1.8,0.2,1.2,"Wed, November 15th at 8:06 PM EST"
106411643,Svi Mykhailiuk,8:30 PM EST vs PHI,SG,PHI,$3.0K,4.2,3.2,20.2,12.1,7.25,30,1.9,0.2,1,"Wed, November 15th at 8:06 PM EST"
120024127,Jalen McDaniels,8:30 PM EST @ MIL,SF,MIL,$3.2K,4,2,9.7,11.9,5.25,7,0.7,0.6,1.2,"Wed, November 15th at 8:06 PM EST"
65303882,Richaun Holmes,8:00 PM EST vs WAS,C,WAS,$3.0K,3.6,9.3,6.1,14.5,7,28,1.4,0.1,1.6,"Wed, November 15th at 8:06 PM EST"
193097660,Lamar Stevens,8:30 PM EST vs PHI,SG,PHI,$3.0K,3.6,11.5,11.1,9.9,9.5,22,1.6,0.3,0.9,"Wed, November 15th at 8:06 PM EST"
215124378,Davion Mitchell,11:00 PM EST vs LAL,PG,LAL,$4.2K,2.7,18,14.2,11.1,11,14,1.2,0.5,0.3,"Wed, November 15th at 8:06 PM EST"
119171614,Jaxson Hayes,11:00 PM EST @ SAC,C,SAC,$3.5K,2.6,8.4,5.7,10.2,6.5,12,1.1,0.2,0.5,"Wed, November 15th at 8:06 PM EST"
269941657,Dalen Terry,9:00 PM EST @ ORL,SF,ORL,$3.0K,2.1,8,7.1,7.5,9.25,9,0.9,0.4,0.5,"Wed, November 15th at 8:06 PM EST"
