name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
Otto Porter Jr.,$4.4k,SF/PF,1,GSW,POR,20,-14.5,216,115.3,6.3,20.7,40.0,20.5,4.66
I. Quickley,$4.9k,PG,0,NY,IND,28,+5,209,102,4.8,22.1,28.3,20.3,4.13
Pat Connaughton,$5.0k,SG/SF,1,MIL,MIA,11,-6,216.5,111.3,13.3,23.3,33.0,20.3,4.05
G. Allen,$4.3k,SG/SF,1,MIL,MIA,11,-6,216.5,111.3,12.3,18.8,32.3,20.0,4.65
Yuta Watanabe,$3.2k,SF/PF,2,TOR,OKC,27,-7.5,206,106.8,7.5,13.0,19.5,20.0,6.25
Chimezie Metu,$4.8k,PF,3,SAC,ORL,17,-7,222.5,114.8,18.0,25.5,35.3,19.8,4.11
D. Mitchell,$3.3k,PG,3,SAC,ORL,6,-7,222.5,114.8,8.5,18.8,31.3,19.8,5.98
Gary Harris,$3.9k,SG/SF,1,ORL,SAC,30,+7,222.5,107.8,21.8,24.0,25.8,19.8,5.06
J. Robinson-Earl,$3.8k,PF/C,1,OKC,TOR,21,+7.5,206,99.3,7.8,15.1,30.8,19.3,5.07
John Konchar,$3.3k,PG/SF,1,MEM,DAL,26,-2.5,218,110.3,7.8,18.7,35.5,19.0,5.76
Troy Brown Jr.,$3.3k,SG/SF,1,CHI,CLE,7,+3,211,104,9.5,14.0,17.5,19.0,5.76
S. Milton,$4.6k,PG/SG,1,PHI,CHA,8,-6,214,110,11.8,21.9,27.5,18.5,4.02
R. Covington,$3.3k,PF/C,1,POR,GSW,9,+14.5,216,100.8,5.8,15.8,25.5,18.5,5.61
K. Williams,$3.3k,PG/SF,1,OKC,TOR,11,+7.5,206,99.3,13.5,22.1,32.8,18.3,5.53
Max Strus,$3.8k,SG/SF,1,MIA,MIL,22,+6,216.5,105.3,-0.5,17.4,33.3,18.0,4.74
Cedi Osman,$5.1k,SG/SF,1,CLE,CHI,13,-3,211,107,20.5,25.4,35.0,18.0,3.53
H. Jones,$4.2k,PF/C,2,NO,DEN,24,+2,212.5,105.3,13.0,19.8,28.5,18.0,4.29
A. Drummond,$4.4k,C,1,PHI,CHA,30,-6,214,110,8.3,18.2,26.0,17.8,4.03
X. Tillman,$3.4k,PF/C,1,MEM,DAL,8,-2.5,218,110.3,3.0,16.4,29.8,17.8,5.22
Maxi Kleber,$4.5k,PF/C,0,DAL,MEM,4,+2.5,218,107.8,1.3,15.9,28.8,17.5,3.89
Svi Mykhailiuk,$3.7k,SG/SF,2,TOR,OKC,5,-7.5,206,106.8,4.0,15.5,32.0,17.3,4.66
Joe Ingles,$3.8k,SG/SF,2,UTA,MIN,6,-6.5,220,113.3,13.5,21.5,29.5,17.0,4.47
D. Green,$3.3k,SF,1,PHI,CHA,15,-6,214,110,7.0,17.6,27.8,17.0,5.15
Damion Lee,$3.2k,SG/SF,1,GSW,POR,2,-14.5,216,115.3,4.0,13.0,25.3,17.0,5.31
Omer Yurtseven,$3.1k,C,1,MIA,MIL,5,+6,216.5,105.3,2.5,12.9,21.8,17.0,5.48
J. Bouknight,$3.8k,SG,1,CHA,PHI,19,+6,214,104,0.0,4.8,18.8,16.8,4.41
Taj Gibson,$3.0k,PF/C,5,NY,IND,10,+5,209,102,2.3,11.5,20.5,16.8,5.58
Gary Payton II,$3.5k,PG/SG,1,GSW,POR,30,-14.5,216,115.3,9.5,18.2,29.3,16.5,4.71
Terrence Ross,$3.6k,SG/SF,1,ORL,SAC,30,+7,222.5,107.8,9.3,16.7,25.8,16.5,4.58
F. Campazzo,$3.8k,PG,1,DEN,NO,20,-2,212.5,107.3,9.5,18.4,24.3,16.5,4.34
Terance Mann,$4.0k,SG/SF,1,LAC,BOS,10,-3.5,209.5,106.5,11.0,18.6,30.0,16.5,4.13
C. Okeke,$3.4k,SF/PF,1,ORL,SAC,22,+7,222.5,107.8,11.8,17.6,22.5,16.3,4.78
I. Hartenstein,$3.4k,C,1,LAC,BOS,19,-3.5,209.5,106.5,13.8,17.8,32.5,16.0,4.71
George Hill Q,$3.1k,PG,5,MIL,MIA,13,-6,216.5,111.3,11.8,16.7,27.0,16.0,5.16
I. Okoro,$3.4k,SG/SF,1,CLE,CHI,13,-3,211,107,7.8,15.7,19.3,16.0,4.71
G. Temple,$3.5k,SG,2,NO,DEN,28,+2,212.5,105.3,8.0,15.4,27.3,16.0,4.57
D. Cousins,$3.7k,C,1,MIL,MIA,20,-6,216.5,111.3,16.0,19.4,24.0,15.8,4.26
Ben McLemore Q,$3.0k,SG,1,POR,GSW,4,+14.5,216,100.8,1.3,11.6,24.0,15.5,5.17
Eric Bledsoe,$4.3k,PG/SG,1,LAC,BOS,24,-3.5,209.5,106.5,7.8,15.3,19.8,15.5,3.6
D. Banton,$3.1k,PG,2,TOR,OKC,25,-7.5,206,106.8,2.8,10.1,20.3,15.5,5
M. Bagley III,$4.1k,PF,3,SAC,ORL,17,-7,222.5,114.8,10.3,19.4,27.8,15.5,3.78
K. Looney,$3.4k,C,1,GSW,POR,25,-14.5,216,115.3,5.3,12.0,15.0,15.5,4.56
D. Theis,$3.0k,PF/C,2,HOU,BKN,20,+3,224,110.5,10.8,17.0,23.8,15.3,5.08
F. Jackson,$3.4k,SG,1,DET,WAS,14,+5,210,102.5,4.3,13.0,30.0,15.0,4.41
Deni Avdija,$3.3k,SF/PF,1,WAS,DET,5,-5,210,107.5,2.8,13.8,23.8,15.0,4.55
Paul Millsap,$3.4k,PF/C,0,BKN,HOU,12,-3,224,113.5,4.8,12.7,27.3,15.0,4.41
Juan Toscano-Anderson,$3.7k,PF,1,GSW,POR,1,-14.5,216,115.3,5.8,16.5,34.8,15.0,4.05
KJ Martin,$3.1k,PF/C,2,HOU,BKN,20,+3,224,110.5,9.0,15.1,21.5,14.8,4.76
R.J. Hampton,$3.1k,PG/SG,1,ORL,SAC,18,+7,222.5,107.8,10.5,14.6,18.0,14.8,4.76
Zeke Nnaji,$3.5k,PF/C,1,DEN,NO,5,-2,212.5,107.3,5.8,13.4,35.5,14.8,4.21
D. Powell,$3.2k,C,0,DAL,MEM,3,+2.5,218,107.8,4.5,11.8,17.5,14.5,4.53
Naz Reid,$3.8k,PF/C,1,MIN,UTA,7,+6.5,220,106.8,16.3,21.2,30.8,14.5,3.82
Mike Muscala,$3.1k,C,1,OKC,TOR,4,+7.5,206,99.3,6.3,13.8,19.8,14.5,4.68
Trey Lyles,$3.2k,PF/C,1,DET,WAS,25,+5,210,102.5,8.0,15.7,28.3,14.5,4.53
Josh Richardson,$3.5k,SG,0,BOS,LAC,21,+3.5,209.5,103,8.5,16.5,26.8,14.3,4.07
Cory Joseph,$3.7k,PG,5,DET,WAS,4,+5,210,102.5,-0.5,11.9,21.0,14.3,3.85
N. Batum Q,$5.0k,PF/C,18,LAC,BOS,14,-3.5,209.5,106.5,4.3,16.9,28.0,14.0,2.8
O. Brissett,$3.0k,PF/C,1,IND,NY,13,-5,209,107,8.0,15.1,26.5,14.0,4.67
M. Wagner,$3.0k,PF/C,1,ORL,SAC,28,+7,222.5,107.8,5.0,13.6,18.0,14.0,4.67
J. McDaniels,$3.1k,SF/PF,1,MIN,UTA,12,+6.5,220,106.8,11.5,16.4,27.5,13.8,4.44
Jeremy Lamb,$3.0k,SG/SF,1,IND,NY,8,-5,209,107,6.0,12.5,19.8,13.8,4.58
B. Boston Jr.,$3.1k,SG/SF,1,LAC,BOS,10,-3.5,209.5,106.5,0.0,9.3,23.8,13.5,4.35
R. Bullock,$3.1k,SG/SF,0,DAL,MEM,12,+2.5,218,107.8,2.0,7.9,12.0,13.5,4.35
A. Pokusevski,$3.2k,SF/PF,1,OKC,TOR,26,+7.5,206,99.3,8.8,12.4,18.5,13.3,4.14
Obi Toppin,$3.4k,SF/PF,0,NY,IND,2,+5,209,102,11.0,15.6,19.0,13.3,3.9
D.J. Augustin,$3.2k,PG,2,HOU,BKN,15,+3,224,110.5,6.0,11.8,19.8,13.3,4.14
H. Diallo,$3.1k,SG/SF,5,DET,WAS,14,+5,210,102.5,4.3,12.8,19.8,13.3,4.27
T. Prince,$3.3k,SF/PF,1,MIN,UTA,12,+6.5,220,106.8,8.0,11.9,17.0,13.0,3.94
B. Griffin,$4.0k,PF/C,15,BKN,HOU,12,-3,224,113.5,4.0,14.8,25.0,13.0,3.25
K. Martin,$3.2k,SF/PF,1,IND,NY,19,-5,209,107,2.8,8.5,15.3,13.0,4.06
Raul Neto,$3.4k,PG,1,WAS,DET,29,-5,210,107.5,7.3,14.6,24.0,13.0,3.82
G. Niang,$3.8k,SF/PF,1,PHI,CHA,15,-6,214,110,12.5,16.8,27.5,12.8,3.36
N. Bjelica,$3.1k,PF/C,1,GSW,POR,1,-14.5,216,115.3,5.5,14.6,25.0,12.8,4.11
Josh Christopher,$3.0k,SG,2,HOU,BKN,24,+3,224,110.5,-0.5,5.1,17.8,12.8,4.25
JT Thor,$3.4k,PF,1,CHA,PHI,22,+6,214,104,0.0,6.2,16.0,12.5,3.68
Nick Richards,$3.3k,C,1,CHA,PHI,10,+6,214,104,0.0,7.6,21.3,12.5,3.79
M. Thybulle,$3.2k,SF/PF,1,PHI,CHA,15,-6,214,110,6.5,11.8,19.3,12.3,3.83
D. Favors,$3.3k,C,1,OKC,TOR,4,+7.5,206,99.3,4.0,12.8,19.0,12.3,3.71
J. Green,$3.4k,PF/C,1,DEN,NO,5,-2,212.5,107.3,4.5,13.0,20.3,12.0,3.53
T. Davis,$3.8k,SG/SF,3,SAC,ORL,20,-7,222.5,114.8,21.0,29.2,38.0,11.8,3.09
S. Ibaka,$3.3k,PF/C,1,LAC,BOS,14,-3.5,209.5,106.5,2.8,14.6,23.0,11.0,3.33
Tre Mann,$3.4k,PG/SG,1,OKC,TOR,11,+7.5,206,99.3,10.8,16.7,32.8,11.0,3.24
G. Williams,$3.6k,PF/C,0,BOS,LAC,16,+3.5,209.5,103,3.3,14.4,27.3,11.0,3.06
Tony Snell,$3.1k,SG/SF,1,POR,GSW,4,+14.5,216,100.8,6.0,11.8,17.0,10.8,3.47
S. Aldama,$3.2k,PF/C,1,MEM,DAL,8,-2.5,218,110.3,4.0,14.5,40.5,10.5,3.28
P. Pritchard,$3.2k,PG,0,BOS,LAC,10,+3.5,209.5,103,-0.5,10.4,30.5,10.5,3.28
F. Korkmaz,$3.1k,SG/SF,1,PHI,CHA,23,-6,214,110,5.3,11.5,17.5,10.5,3.39
Tony Bradley,$3.1k,C,1,CHI,CLE,9,+3,211,104,2.5,8.0,14.0,10.3,3.31
Brad Wanamaker,$3.1k,PG,1,IND,NY,12,-5,209,107,3.3,9.1,15.5,9.5,3.06
D. Bertans,$3.2k,PF,1,WAS,DET,3,-5,210,107.5,0.0,8.1,19.8,9.5,2.97
R. Langford,$3.0k,SF,0,BOS,LAC,9,+3.5,209.5,103,7.8,11.6,14.5,9.3,3.08
Alex Len,$3.2k,C,3,SAC,ORL,23,-7,222.5,114.8,0.8,9.9,24.0,9.3,2.89
Kira Lewis Jr.,$3.2k,PG/SG,2,NO,DEN,2,+2,212.5,105.3,5.5,10.3,16.8,9.3,2.89
F. Ntilikina,$3.0k,PG,0,DAL,MEM,3,+2.5,218,107.8,4.0,12.2,21.8,9.0,3
L. Bolmaro,$3.0k,PG/SG,1,MIN,UTA,16,+6.5,220,106.8,2.0,7.6,13.3,8.8,2.92
