name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
Paul Reed,$3.3k,PF/C,2,PHI,UTA,1,+11,217,103,4.3,13.7,23.0,7.3,2.2
J. Winslow,$3.0k,PG/SF,2,LAC,SA,22,-7.5,221,114.3,1.3,8.4,28.5,6.5,2.17
Isaiah Joe,$3.0k,SG,12,PHI,UTA,25,+11,217,103,1.3,4.6,8.3,5.0,1.67
K. Bates-Diop,$3.0k,SF/PF,1,SA,LAC,27,+7.5,221,106.8,0.0,7.6,19.8,3.8,1.25
C. Bassey,$3.0k,C,2,PHI,UTA,26,+11,217,103,0.0,2.9,5.3,1.0,0.33
K. Irving O,$7.9k,PG,155,BKN,GSW,8,-3,222,112.5,23.8,37.3,48.3,0.0,0
G. Riller O,$3.0k,PG,181,PHI,UTA,16,+11,217,103,0.0,4.9,9.0,0.0,0
M. Thybulle O,$3.5k,SF/PF,11,PHI,UTA,5,+11,217,103,10.5,20.7,31.8,0.0,0
Joe Harris O,$4.1k,SG/SF,1,BKN,GSW,17,-3,222,112.5,8.8,19.7,33.5,0.0,0
K. Leonard O,$9.9k,PF,154,LAC,SA,25,-7.5,221,114.3,37.0,51.2,66.0,0.0,0
Zach Collins O,$3.0k,C,457,SA,LAC,15,+7.5,221,106.8,4.8,13.8,20.5,0.0,0
M. Morris Sr. O,$4.6k,PF,23,LAC,SA,25,-7.5,221,114.3,11.0,22.8,42.8,0.0,0
Klay Thompson O,$6.0k,SG,886,GSW,BKN,22,+3,222,109.5,29.3,39.0,44.5,0.0,0
N. Claxton O,$3.4k,C,"",BKN,GSW,2,-3,222,112.5,"","","",0.0,0
Joel Embiid O,$10.1k,C,9,PHI,UTA,26,+11,217,103,29.8,45.2,59.0,0.0,0
Jock Landale O,$3.0k,C,14,SA,LAC,15,+7.5,221,106.8,5.8,9.5,13.3,0.0,0
D. Green O,$3.9k,SF,2,PHI,UTA,5,+11,217,103,12.0,20.0,25.5,0.0,0
E. Sumner O,$3.0k,PG,179,BKN,GSW,8,-3,222,112.5,4.5,12.0,20.0,0.0,0
Rudy Gay O,$3.5k,SF/PF,180,UTA,PHI,9,-11,217,114,13.8,25.1,31.3,0.0,0
J. Preston O,$3.0k,PG,"",LAC,SA,22,-7.5,221,114.3,"","","",0.0,0
J. Wiseman O,$4.4k,C,219,GSW,BKN,16,+3,222,109.5,9.3,20.3,32.0,0.0,0
Paul Millsap O,$3.0k,PF/C,3,BKN,GSW,10,-3,222,112.5,2.0,5.9,14.8,0.0,0
Keon Johnson O,$3.0k,SG,"",LAC,SA,18,-7.5,221,114.3,"","","",0.0,0
Ben Simmons O,$7.9k,PG/SF,148,PHI,UTA,16,+11,217,103,25.8,34.0,45.0,0.0,0
J. Poeltl O,$6.9k,C,14,SA,LAC,15,+7.5,221,106.8,18.5,33.8,53.0,0.0,0
