name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
Ben Simmons O,$7.4k,PG/SF,123,PHI,BKN,1,+2,226,112,25.8,34.0,45.0,0.0,0
G. Mathews O,$3.0k,SG,141,HOU,OKC,28,-3.5,220,111.8,1.3,3.0,4.8,0.0,0
J. Murray O,$7.6k,SG,192,DEN,SA,23,-7.5,221,114.3,28.0,38.1,52.0,0.0,0
D. Windler O,$3.0k,SG,209,CLE,CHA,12,+2.5,225.5,111.5,1.5,4.4,7.5,0.0,0
G. Riller O,$3.0k,PG,156,PHI,BKN,1,+2,226,112,0.0,4.9,9.0,0.0,0
T. Bryant O,$4.7k,C,285,WAS,IND,28,+1,227,113,0.0,23.7,45.0,0.0,0
D. Cacok O,$3.0k,PF/C,162,SA,DEN,4,+7.5,221,106.8,0.0,1.7,3.5,0.0,0
M. Diakite O,$3.0k,SF/PF,114,OKC,HOU,10,+3.5,220,108.3,0.0,2.7,6.3,0.0,0
D. Saric O,$3.3k,C,107,PHO,LAL,7,+1,221.5,110.3,1.3,7.4,10.8,0.0,0
J. Isaac O,$3.0k,PF,445,ORL,NY,19,+8,212.5,102.3,5.3,26.9,48.8,0.0,0
M. Fultz O,$5.0k,PG,288,ORL,NY,26,+8,212.5,102.3,5.0,22.6,35.0,0.0,0
Kendrick Nunn O,$4.0k,PG/SG,145,LAL,PHO,2,-1,221.5,111.3,9.3,21.8,46.5,0.0,0
Josh Hart O,$4.5k,SF/PF,1,NO,CHI,18,+6.5,222.5,108,9.0,27.9,42.8,0.0,0
Zach Collins O,$3.0k,C,432,SA,DEN,11,+7.5,221,106.8,4.8,13.8,20.5,0.0,0
Rui Hachimura O,$4.9k,PF/C,141,WAS,IND,15,+1,227,113,18.8,27.2,45.8,0.0,0
Gary Harris O,$4.2k,SG,158,ORL,NY,10,+8,212.5,102.3,8.3,11.8,20.0,0.0,0
C. Winston O,$3.0k,PG,148,WAS,IND,24,+1,227,113,-0.5,2.7,5.0,0.0,0
Nerlens Noel O,$4.1k,C,141,NY,ORL,14,-8,212.5,110.3,3.0,12.3,28.5,0.0,0
C. LeVert O,$7.4k,PG/SG,158,IND,WAS,18,-1,227,114,27.3,48.3,69.0,0.0,0
C. Okeke O,$4.6k,SF/PF,176,ORL,NY,2,+8,212.5,102.3,13.3,25.6,34.8,0.0,0
T.J. Warren O,$4.5k,SF/PF,296,IND,WAS,29,-1,227,114,7.8,24.4,35.0,0.0,0
M. Carter-Williams O,$4.4k,PG/SF,190,ORL,NY,26,+8,212.5,102.3,14.0,22.6,35.5,0.0,0
Bradley Beal O,$9.2k,SG,1,WAS,IND,13,+1,227,113,39.3,42.6,46.8,0.0,0
K. Irving O,$7.6k,PG,130,BKN,PHI,27,-2,226,114,23.8,37.3,48.3,0.0,0
Zion Williamson O,$8.1k,PF/C,170,NO,CHI,25,+6.5,222.5,108,26.0,47.1,60.8,0.0,0
T. Horton-Tucker O,$3.8k,SG/SF,140,LAL,PHO,5,-1,221.5,111.3,0.5,10.8,27.3,0.0,0
John Wall O,$7.7k,PG,181,HOU,OKC,5,-3.5,220,111.8,11.8,36.4,56.3,0.0,0
E. Moore O,$3.0k,SG,113,ORL,NY,10,+8,212.5,102.3,2.8,6.9,12.8,0.0,0
Coby White O,$6.2k,PG/SG,158,CHI,NO,23,-6.5,222.5,114.5,19.8,32.2,42.3,0.0,0
Taj Gibson O,$4.0k,PF/C,141,NY,ORL,24,-8,212.5,110.3,13.5,19.9,24.3,0.0,0
W. Ellington O,$4.2k,SG,166,LAL,PHO,5,-1,221.5,111.3,7.3,14.8,27.0,0.0,0
Aron Baynes O,$3.0k,C,158,TOR,BOS,10,+6.5,218,105.8,7.3,18.7,31.0,0.0,0
Rudy Gay O,$3.9k,SF/PF,155,UTA,SAC,19,-6.5,227,116.8,13.8,25.1,31.3,0.0,0
